sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Male,White,"$75,000 to $79,999",College Degree,NY,21-30,1,"White College Degree $75,000 to $79,999",0,1
Female,White,"$100,000 to $124,999",College Degree,PA,31-40,0,"White College Degree $100,000 to $124,999",0,1
Female,other asian or pacific islander,"$20,000 to $24,999",Highschool,OR,21-30,0,"other asian or pacific islander Highschool $20,000 to $24,999",0,0
Female,Black/African American,"Less than $14,999",College Degree,AL,31-40,0,"Black/African American College Degree Less than $14,999",0,1
Female,White,"$95,000 to $99,999",Associate Degree,FL,41-50,0,"White Associate Degree $95,000 to $99,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,TX,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Female,Black/African American,"$20,000 to $24,999",Highschool,OH,41-50,0,"Black/African American Highschool $20,000 to $24,999",0,0
Male,White,"$15,000 to $19,999",Highschool,FL,21-30,1,"White Highschool $15,000 to $19,999",0,0
Male,White,"$175,000 to $199,999",Masters&Doc,TX,31-40,1,"White Masters&Doc $175,000 to $199,999",1,1
Female,Black/African American,"$30,000 to $34,999",Highschool,MI,61-70,0,"Black/African American Highschool $30,000 to $34,999",0,0
Male,American Indian or Alaska Native,"$50,000 to $54,999",Highschool,CA,31-40,1,"American Indian or Alaska Native Highschool $50,000 to $54,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,Other race,"$40,000 to $44,999",Highschool,PA,41-50,1,"Other race Highschool $40,000 to $44,999",0,0
Male,White,"$35,000 to $39,999",Associate Degree,OH,51-60,0,"White Associate Degree $35,000 to $39,999",0,1
Female,White,"$150,000 to $174,999",Associate Degree,NY,41-50,1,"White Associate Degree $150,000 to $174,999",1,1
Female,White,"$125,000 to $149,999",College Degree,ME,41-50,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$25,000 to $29,999",College Degree,TN,61-70,1,"White College Degree $25,000 to $29,999",0,1
Female,American Indian or Alaska Native,"Less than $14,999",Highschool,CO,41-50,1,"American Indian or Alaska Native Highschool Less than $14,999",0,0
Female,Black/African American,"$25,000 to $29,999",Highschool,TX,31-40,0,"Black/African American Highschool $25,000 to $29,999",0,0
Male,Other race,"$50,000 to $54,999",Highschool,FL,41-50,0,"Other race Highschool $50,000 to $54,999",0,0
Female,White,"Less than $14,999",Highschool,CA,51-60,0,"White Highschool Less than $14,999",0,0
Male,White,"$150,000 to $174,999",Masters&Doc,IL,31-40,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$85,000 to $89,999",College Degree,GA,31-40,0,"White College Degree $85,000 to $89,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,TX,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Female,Other race,"$70,000 to $74,999",College Degree,NY,51-60,0,"Other race College Degree $70,000 to $74,999",0,1
Female,White,"$70,000 to $74,999",Highschool,CO,71-80,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$125,000 to $149,999",Masters&Doc,TX,41-50,1,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$45,000 to $49,999",Masters&Doc,NJ,71-80,1,"White Masters&Doc $45,000 to $49,999",0,1
Female,other asian or pacific islander,"$100,000 to $124,999",Masters&Doc,VA,31-40,1,"other asian or pacific islander Masters&Doc $100,000 to $124,999",0,1
Male,White,"$125,000 to $149,999",College Degree,FL,61-70,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$15,000 to $19,999",College Degree,TX,31-40,1,"White College Degree $15,000 to $19,999",0,1
Male,White,"$100,000 to $124,999",College Degree,TX,31-40,1,"White College Degree $100,000 to $124,999",0,1
Male,White,"$25,000 to $29,999",College Degree,IL,41-50,0,"White College Degree $25,000 to $29,999",0,1
Female,White,"$55,000 to $59,999",Highschool,TX,21-30,1,"White Highschool $55,000 to $59,999",0,0
Male,White,"$55,000 to $59,999",College Degree,NC,61-70,1,"White College Degree $55,000 to $59,999",0,1
Male,White,"Less than $14,999",Highschool,VA,61-70,0,"White Highschool Less than $14,999",0,0
Female,White,"$100,000 to $124,999",Associate Degree,CA,51-60,0,"White Associate Degree $100,000 to $124,999",0,1
Female,White,"$15,000 to $19,999",Associate Degree,NY,51-60,0,"White Associate Degree $15,000 to $19,999",0,1
Male,White,"$125,000 to $149,999",Masters&Doc,VA,41-50,1,"White Masters&Doc $125,000 to $149,999",0,1
Female,White,"$125,000 to $149,999",Highschool,WI,41-50,0,"White Highschool $125,000 to $149,999",0,0
Male,Other race,"$100,000 to $124,999",Masters&Doc,FL,51-60,1,"Other race Masters&Doc $100,000 to $124,999",0,1
Male,White,"$45,000 to $49,999",College Degree,KY,21-30,0,"White College Degree $45,000 to $49,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,WI,71-80,0,"White Associate Degree $50,000 to $54,999",0,1
Male,White,"$45,000 to $49,999",College Degree,MI,31-40,1,"White College Degree $45,000 to $49,999",0,1
Male,White,"$100,000 to $124,999",College Degree,NY,41-50,0,"White College Degree $100,000 to $124,999",0,1
Female,Black/African American,"$45,000 to $49,999",Associate Degree,NC,41-50,0,"Black/African American Associate Degree $45,000 to $49,999",0,1
Male,White,"$55,000 to $59,999",Highschool,FL,61-70,1,"White Highschool $55,000 to $59,999",0,0
Female,White,"$55,000 to $59,999",College Degree,TX,41-50,0,"White College Degree $55,000 to $59,999",0,1
Female,Other race,"$15,000 to $19,999",Associate Degree,AR,61-70,0,"Other race Associate Degree $15,000 to $19,999",0,1
Male,White,"$45,000 to $49,999",Associate Degree,CO,41-50,1,"White Associate Degree $45,000 to $49,999",0,1
Male,White,"$95,000 to $99,999",College Degree,FL,51-60,0,"White College Degree $95,000 to $99,999",0,1
Male,White,"$125,000 to $149,999",College Degree,GA,41-50,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$40,000 to $44,999",Associate Degree,OK,31-40,0,"White Associate Degree $40,000 to $44,999",0,1
Female,White,"$125,000 to $149,999",College Degree,CA,31-40,0,"White College Degree $125,000 to $149,999",0,1
Female,Black/African American,"$55,000 to $59,999",College Degree,MD,31-40,0,"Black/African American College Degree $55,000 to $59,999",0,1
Male,White,"$125,000 to $149,999",College Degree,OH,61-70,1,"White College Degree $125,000 to $149,999",0,1
Female,Black/African American,"$25,000 to $29,999",Highschool,GA,51-60,0,"Black/African American Highschool $25,000 to $29,999",0,0
Female,other asian or pacific islander,"$65,000 to $69,999",Associate Degree,MD,41-50,0,"other asian or pacific islander Associate Degree $65,000 to $69,999",0,1
Female,White,"$40,000 to $44,999",Associate Degree,FL,51-60,1,"White Associate Degree $40,000 to $44,999",0,1
Female,Other race,"Less than $14,999",Highschool,FL,21-30,0,"Other race Highschool Less than $14,999",0,0
Female,Other race,"Less than $14,999",Highschool,NC,21-30,0,"Other race Highschool Less than $14,999",0,0
Male,White,"$100,000 to $124,999",Highschool,MA,21-30,0,"White Highschool $100,000 to $124,999",0,0
Male,White,"$55,000 to $59,999",College Degree,PA,51-60,1,"White College Degree $55,000 to $59,999",0,1
Female,White,"$200,000 to $249,999",Masters&Doc,NY,41-50,0,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$250,000 and above",Masters&Doc,NY,41-50,1,"White Masters&Doc $250,000 and above",0,1
Male,White,"$15,000 to $19,999",Associate Degree,PA,61-70,0,"White Associate Degree $15,000 to $19,999",0,1
Male,other asian or pacific islander,"$50,000 to $54,999",College Degree,MA,51-60,0,"other asian or pacific islander College Degree $50,000 to $54,999",0,1
Male,White,"$125,000 to $149,999",College Degree,FL,31-40,1,"White College Degree $125,000 to $149,999",0,1
Female,Black/African American,"$65,000 to $69,999",Masters&Doc,TX,61-70,0,"Black/African American Masters&Doc $65,000 to $69,999",0,1
Female,White,"$25,000 to $29,999",College Degree,IL,21-30,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$125,000 to $149,999",College Degree,NY,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$45,000 to $49,999",Highschool,GA,21-30,1,"White Highschool $45,000 to $49,999",0,0
Male,White,"$65,000 to $69,999",College Degree,LA,61-70,0,"White College Degree $65,000 to $69,999",0,1
Female,White,"$75,000 to $79,999",Highschool,FL,51-60,1,"White Highschool $75,000 to $79,999",0,0
Male,White,"$125,000 to $149,999",Masters&Doc,FL,21-30,0,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$95,000 to $99,999",Highschool,FL,61-70,1,"White Highschool $95,000 to $99,999",0,0
Female,Other race,"$100,000 to $124,999",Highschool,CA,41-50,1,"Other race Highschool $100,000 to $124,999",0,0
Female,White,"$100,000 to $124,999",Masters&Doc,NJ,21-30,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"Less than $14,999",Masters&Doc,NC,31-40,1,"White Masters&Doc Less than $14,999",0,1
Male,White,"$40,000 to $44,999",Highschool,TX,31-40,1,"White Highschool $40,000 to $44,999",0,0
Male,White,"$100,000 to $124,999",Masters&Doc,VA,41-50,1,"White Masters&Doc $100,000 to $124,999",0,1
Female,Other race,"$25,000 to $29,999",Highschool,FL,41-50,1,"Other race Highschool $25,000 to $29,999",0,0
Female,other asian or pacific islander,"$35,000 to $39,999",College Degree,VA,31-40,0,"other asian or pacific islander College Degree $35,000 to $39,999",0,1
Female,American Indian or Alaska Native,"$75,000 to $79,999",College Degree,MS,31-40,0,"American Indian or Alaska Native College Degree $75,000 to $79,999",0,1
Female,American Indian or Alaska Native,"$95,000 to $99,999",Associate Degree,MA,51-60,0,"American Indian or Alaska Native Associate Degree $95,000 to $99,999",0,1
Female,Black/African American,"$60,000 to $64,999",College Degree,IL,21-30,0,"Black/African American College Degree $60,000 to $64,999",0,1
Female,White,"$250,000 and above",Masters&Doc,IL,31-40,0,"White Masters&Doc $250,000 and above",0,1
Male,White,"$65,000 to $69,999",Highschool,NH,71-80,0,"White Highschool $65,000 to $69,999",0,0
Female,Other race,"$20,000 to $24,999",College Degree,MD,51-60,0,"Other race College Degree $20,000 to $24,999",0,1
Male,White,"$25,000 to $29,999",Highschool,ME,31-40,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"$20,000 to $24,999",Associate Degree,TX,41-50,0,"White Associate Degree $20,000 to $24,999",0,1
Female,Black/African American,"$45,000 to $49,999",College Degree,VA,21-30,0,"Black/African American College Degree $45,000 to $49,999",0,1
Female,other asian or pacific islander,"$100,000 to $124,999",College Degree,MN,21-30,0,"other asian or pacific islander College Degree $100,000 to $124,999",0,1
Female,White,"$125,000 to $149,999",College Degree,CA,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$100,000 to $124,999",Highschool,CA,51-60,0,"White Highschool $100,000 to $124,999",0,0
Female,White,"$150,000 to $174,999",Masters&Doc,CA,31-40,0,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$30,000 to $34,999",College Degree,CA,31-40,0,"White College Degree $30,000 to $34,999",0,1
Female,White,"$30,000 to $34,999",College Degree,NM,31-40,0,"White College Degree $30,000 to $34,999",0,1
Female,Other race,"$25,000 to $29,999",Associate Degree,PA,31-40,0,"Other race Associate Degree $25,000 to $29,999",0,1
Male,White,"Less than $14,999",Highschool,TX,31-40,1,"White Highschool Less than $14,999",0,0
Female,White,"$30,000 to $34,999",College Degree,TN,61-70,1,"White College Degree $30,000 to $34,999",0,1
Female,other asian or pacific islander,"$65,000 to $69,999",College Degree,IL,61-70,0,"other asian or pacific islander College Degree $65,000 to $69,999",0,1
Female,Other race,"$35,000 to $39,999",Masters&Doc,NM,41-50,1,"Other race Masters&Doc $35,000 to $39,999",0,1
Female,other asian or pacific islander,"$15,000 to $19,999",Masters&Doc,OR,21-30,1,"other asian or pacific islander Masters&Doc $15,000 to $19,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,NY,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$85,000 to $89,999",Associate Degree,CA,61-70,1,"White Associate Degree $85,000 to $89,999",0,1
Female,White,"$100,000 to $124,999",Associate Degree,OH,61-70,1,"White Associate Degree $100,000 to $124,999",0,1
Male,White,"$75,000 to $79,999",Associate Degree,KS,41-50,0,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$30,000 to $34,999",Highschool,NY,51-60,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$45,000 to $49,999",College Degree,MI,71-80,0,"White College Degree $45,000 to $49,999",0,1
Male,White,"$70,000 to $74,999",Highschool,SC,31-40,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$175,000 to $199,999",College Degree,GA,31-40,0,"White College Degree $175,000 to $199,999",1,1
Male,White,"$20,000 to $24,999",Associate Degree,MI,31-40,0,"White Associate Degree $20,000 to $24,999",0,1
Female,Other race,"$50,000 to $54,999",College Degree,TX,41-50,0,"Other race College Degree $50,000 to $54,999",0,1
Male,White,"$25,000 to $29,999",Highschool,TX,21-30,0,"White Highschool $25,000 to $29,999",0,0
Male,White,"$65,000 to $69,999",Associate Degree,FL,31-40,1,"White Associate Degree $65,000 to $69,999",0,1
Female,Other race,"$35,000 to $39,999",College Degree,TX,61-70,1,"Other race College Degree $35,000 to $39,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,FL,21-30,1,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$250,000 and above",Highschool,PA,18-20,0,"White Highschool $250,000 and above",0,0
Male,White,"$100,000 to $124,999",Masters&Doc,NJ,41-50,1,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$70,000 to $74,999",College Degree,TX,61-70,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$25,000 to $29,999",College Degree,VA,31-40,0,"White College Degree $25,000 to $29,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,OH,31-40,1,"White Masters&Doc $35,000 to $39,999",0,1
Male,White,"$50,000 to $54,999",Highschool,TX,51-60,1,"White Highschool $50,000 to $54,999",0,0
Female,White,"$30,000 to $34,999",Highschool,TX,41-50,0,"White Highschool $30,000 to $34,999",0,0
Male,other asian or pacific islander,"$60,000 to $64,999",College Degree,CA,61-70,1,"other asian or pacific islander College Degree $60,000 to $64,999",0,1
Male,White,"$45,000 to $49,999",Highschool,GA,51-60,1,"White Highschool $45,000 to $49,999",0,0
Male,White,"Less than $14,999",Highschool,WV,61-70,0,"White Highschool Less than $14,999",0,0
Male,White,"$80,000 to $84,999",College Degree,MI,31-40,0,"White College Degree $80,000 to $84,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,NY,61-70,1,"White Associate Degree $50,000 to $54,999",0,1
Male,White,"$70,000 to $74,999",Highschool,FL,61-70,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$125,000 to $149,999",Masters&Doc,DC,41-50,1,"White Masters&Doc $125,000 to $149,999",0,1
Female,Other race,"Less than $14,999",Highschool,HI,21-30,0,"Other race Highschool Less than $14,999",0,0
Male,White,"$20,000 to $24,999",College Degree,CA,41-50,1,"White College Degree $20,000 to $24,999",0,1
Male,White,"$50,000 to $54,999",Highschool,GA,31-40,1,"White Highschool $50,000 to $54,999",0,0
Male,White,"$100,000 to $124,999",College Degree,VA,61-70,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"$45,000 to $49,999",Highschool,KY,51-60,0,"White Highschool $45,000 to $49,999",0,0
Male,White,"$95,000 to $99,999",College Degree,WA,61-70,0,"White College Degree $95,000 to $99,999",0,1
Female,Other race,"$35,000 to $39,999",College Degree,GA,31-40,0,"Other race College Degree $35,000 to $39,999",0,1
Male,White,"$35,000 to $39,999",Highschool,VA,71-80,0,"White Highschool $35,000 to $39,999",0,0
Male,White,"$60,000 to $64,999",College Degree,NY,41-50,1,"White College Degree $60,000 to $64,999",0,1
Male,White,"$85,000 to $89,999",College Degree,FL,51-60,0,"White College Degree $85,000 to $89,999",0,1
Male,White,"$50,000 to $54,999",College Degree,IL,61-70,0,"White College Degree $50,000 to $54,999",0,1
Male,White,"$50,000 to $54,999",Masters&Doc,KY,31-40,1,"White Masters&Doc $50,000 to $54,999",0,1
Male,White,"$50,000 to $54,999",College Degree,NC,51-60,1,"White College Degree $50,000 to $54,999",0,1
Male,Other race,"$100,000 to $124,999",Highschool,TX,41-50,1,"Other race Highschool $100,000 to $124,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,CA,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$55,000 to $59,999",College Degree,NY,51-60,1,"White College Degree $55,000 to $59,999",0,1
Female,Other race,"Less than $14,999",Highschool,FL,18-20,1,"Other race Highschool Less than $14,999",0,0
Female,other asian or pacific islander,"$100,000 to $124,999",Associate Degree,WA,31-40,0,"other asian or pacific islander Associate Degree $100,000 to $124,999",0,1
Male,White,"$40,000 to $44,999",Masters&Doc,AZ,71-80,0,"White Masters&Doc $40,000 to $44,999",0,1
Male,White,"$25,000 to $29,999",Highschool,OH,61-70,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$125,000 to $149,999",College Degree,ME,41-50,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"$125,000 to $149,999",College Degree,CA,21-30,1,"White College Degree $125,000 to $149,999",0,1
Male,Other race,"$75,000 to $79,999",Highschool,CA,61-70,0,"Other race Highschool $75,000 to $79,999",0,0
Male,White,"$90,000 to $94,999",College Degree,IN,41-50,0,"White College Degree $90,000 to $94,999",0,1
Female,White,"$250,000 and above",College Degree,NY,51-60,1,"White College Degree $250,000 and above",0,1
Male,White,"Less than $14,999",College Degree,PA,31-40,0,"White College Degree Less than $14,999",0,1
Female,Chinese,"$70,000 to $74,999",Associate Degree,WA,41-50,0,"Chinese Associate Degree $70,000 to $74,999",0,1
Male,White,"$100,000 to $124,999",College Degree,MS,41-50,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"$90,000 to $94,999",Highschool,UT,51-60,1,"White Highschool $90,000 to $94,999",0,0
Male,White,"$125,000 to $149,999",College Degree,NJ,41-50,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"$90,000 to $94,999",Associate Degree,NY,71-80,1,"White Associate Degree $90,000 to $94,999",0,1
Male,White,"$70,000 to $74,999",Highschool,NY,51-60,0,"White Highschool $70,000 to $74,999",0,0
Male,White,"Less than $14,999",Highschool,FL,51-60,1,"White Highschool Less than $14,999",0,0
Female,Black/African American,"Less than $14,999",Masters&Doc,TX,21-30,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"Less than $14,999",Highschool,TX,61-70,1,"White Highschool Less than $14,999",0,0
Male,White,"$125,000 to $149,999",College Degree,PA,31-40,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"Less than $14,999",Highschool,MA,41-50,0,"White Highschool Less than $14,999",0,0
Male,White,"$20,000 to $24,999",Highschool,IL,71-80,1,"White Highschool $20,000 to $24,999",0,0
Male,White,"$125,000 to $149,999",Highschool,NY,61-70,1,"White Highschool $125,000 to $149,999",0,0
Female,White,"$30,000 to $34,999",Highschool,PA,61-70,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$45,000 to $49,999",Masters&Doc,CA,31-40,0,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$175,000 to $199,999",College Degree,FL,51-60,1,"White College Degree $175,000 to $199,999",1,1
Male,White,"Less than $14,999",Highschool,KY,41-50,0,"White Highschool Less than $14,999",0,0
Male,White,"$45,000 to $49,999",Highschool,FL,61-70,1,"White Highschool $45,000 to $49,999",0,0
Male,White,"$25,000 to $29,999",College Degree,WV,61-70,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$90,000 to $94,999",College Degree,CT,41-50,1,"White College Degree $90,000 to $94,999",0,1
Female,White,"$15,000 to $19,999",Associate Degree,IL,21-30,0,"White Associate Degree $15,000 to $19,999",0,1
Male,White,"$35,000 to $39,999",Highschool,KY,41-50,1,"White Highschool $35,000 to $39,999",0,0
Male,White,"$15,000 to $19,999",Associate Degree,VA,61-70,1,"White Associate Degree $15,000 to $19,999",0,1
Male,American Indian or Alaska Native,"$25,000 to $29,999",Highschool,CA,18-20,0,"American Indian or Alaska Native Highschool $25,000 to $29,999",0,0
Male,White,"$95,000 to $99,999",Highschool,WA,31-40,1,"White Highschool $95,000 to $99,999",0,0
Female,White,"$250,000 and above",College Degree,CA,31-40,0,"White College Degree $250,000 and above",0,1
Male,White,"$50,000 to $54,999",College Degree,KY,51-60,0,"White College Degree $50,000 to $54,999",0,1
Male,White,"$15,000 to $19,999",Highschool,PA,41-50,1,"White Highschool $15,000 to $19,999",0,0
Male,White,"$95,000 to $99,999",College Degree,PA,51-60,1,"White College Degree $95,000 to $99,999",0,1
Male,White,"$85,000 to $89,999",College Degree,FL,71-80,1,"White College Degree $85,000 to $89,999",0,1
Male,White,"Less than $14,999",Highschool,MA,18-20,1,"White Highschool Less than $14,999",0,0
Female,Other race,"Less than $14,999",Highschool,PA,31-40,1,"Other race Highschool Less than $14,999",0,0
Female,White,"$125,000 to $149,999",Masters&Doc,CA,31-40,0,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$65,000 to $69,999",College Degree,NE,51-60,1,"White College Degree $65,000 to $69,999",0,1
Male,White,"$40,000 to $44,999",Highschool,NY,31-40,1,"White Highschool $40,000 to $44,999",0,0
Male,White,"$70,000 to $74,999",College Degree,FL,61-70,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$35,000 to $39,999",College Degree,AZ,71-80,0,"White College Degree $35,000 to $39,999",0,1
Male,White,"$100,000 to $124,999",Highschool,TX,41-50,1,"White Highschool $100,000 to $124,999",0,0
Male,White,"$70,000 to $74,999",College Degree,SC,31-40,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$125,000 to $149,999",College Degree,FL,41-50,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$20,000 to $24,999",Associate Degree,MA,21-30,0,"White Associate Degree $20,000 to $24,999",0,1
Female,White,"$60,000 to $64,999",College Degree,NY,71-80,0,"White College Degree $60,000 to $64,999",0,1
Male,Black/African American,"Less than $14,999",Masters&Doc,AZ,21-30,1,"Black/African American Masters&Doc Less than $14,999",0,1
Female,White,"$40,000 to $44,999",Highschool,IL,61-70,0,"White Highschool $40,000 to $44,999",0,0
Female,White,"$75,000 to $79,999",Highschool,OH,31-40,1,"White Highschool $75,000 to $79,999",0,0
Female,White,"$80,000 to $84,999",College Degree,CA,31-40,0,"White College Degree $80,000 to $84,999",0,1
Male,White,"Less than $14,999",Highschool,VA,61-70,0,"White Highschool Less than $14,999",0,0
Female,White,"$75,000 to $79,999",Masters&Doc,OR,31-40,0,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$25,000 to $29,999",Masters&Doc,WV,80up,0,"White Masters&Doc $25,000 to $29,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NM,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$50,000 to $54,999",Highschool,CO,51-60,1,"White Highschool $50,000 to $54,999",0,0
Female,White,"$55,000 to $59,999",Associate Degree,OH,41-50,1,"White Associate Degree $55,000 to $59,999",0,1
Female,White,"$25,000 to $29,999",Associate Degree,TX,31-40,1,"White Associate Degree $25,000 to $29,999",0,1
Male,White,"$70,000 to $74,999",College Degree,NV,71-80,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,AZ,61-70,0,"White Associate Degree $50,000 to $54,999",0,1
Female,White,"$125,000 to $149,999",College Degree,CA,51-60,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$90,000 to $94,999",Masters&Doc,AL,61-70,1,"White Masters&Doc $90,000 to $94,999",0,1
Female,White,"$15,000 to $19,999",Highschool,OH,51-60,0,"White Highschool $15,000 to $19,999",0,0
Male,White,"$80,000 to $84,999",College Degree,AL,61-70,1,"White College Degree $80,000 to $84,999",0,1
Male,White,"$175,000 to $199,999",Highschool,NY,51-60,1,"White Highschool $175,000 to $199,999",1,0
Female,White,"$50,000 to $54,999",Associate Degree,MA,71-80,0,"White Associate Degree $50,000 to $54,999",0,1
Male,White,"$25,000 to $29,999",Highschool,OH,41-50,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$60,000 to $64,999",Highschool,NJ,51-60,1,"White Highschool $60,000 to $64,999",0,0
Male,White,"Less than $14,999",Highschool,PA,51-60,0,"White Highschool Less than $14,999",0,0
Male,White,"$70,000 to $74,999",Masters&Doc,SC,71-80,1,"White Masters&Doc $70,000 to $74,999",0,1
Male,White,"$50,000 to $54,999",Highschool,CA,61-70,0,"White Highschool $50,000 to $54,999",0,0
Female,Black/African American,"$100,000 to $124,999",College Degree,AZ,41-50,1,"Black/African American College Degree $100,000 to $124,999",0,1
Male,Other race,"Less than $14,999",Highschool,CA,31-40,0,"Other race Highschool Less than $14,999",0,0
Female,White,"$25,000 to $29,999",College Degree,GA,21-30,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$15,000 to $19,999",College Degree,CT,61-70,0,"White College Degree $15,000 to $19,999",0,1
Female,White,"$70,000 to $74,999",Highschool,IL,51-60,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$40,000 to $44,999",Highschool,NC,71-80,0,"White Highschool $40,000 to $44,999",0,0
Female,White,"$40,000 to $44,999",College Degree,IN,31-40,0,"White College Degree $40,000 to $44,999",0,1
Female,White,"$40,000 to $44,999",College Degree,MA,31-40,1,"White College Degree $40,000 to $44,999",0,1
Female,White,"$50,000 to $54,999",College Degree,VT,51-60,0,"White College Degree $50,000 to $54,999",0,1
Male,White,"$150,000 to $174,999",College Degree,CA,41-50,1,"White College Degree $150,000 to $174,999",1,1
Male,White,"$45,000 to $49,999",Associate Degree,OR,61-70,0,"White Associate Degree $45,000 to $49,999",0,1
Female,White,"$70,000 to $74,999",Highschool,OH,71-80,0,"White Highschool $70,000 to $74,999",0,0
Female,White,"$40,000 to $44,999",Associate Degree,MN,61-70,1,"White Associate Degree $40,000 to $44,999",0,1
Female,White,"$35,000 to $39,999",Highschool,IN,51-60,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$20,000 to $24,999",Highschool,FL,51-60,1,"White Highschool $20,000 to $24,999",0,0
Male,White,"$175,000 to $199,999",Masters&Doc,FL,31-40,1,"White Masters&Doc $175,000 to $199,999",1,1
Male,White,"$75,000 to $79,999",Masters&Doc,NY,41-50,0,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$35,000 to $39,999",Associate Degree,WI,21-30,0,"White Associate Degree $35,000 to $39,999",0,1
Female,White,"$65,000 to $69,999",Masters&Doc,CT,61-70,0,"White Masters&Doc $65,000 to $69,999",0,1
Female,White,"$85,000 to $89,999",College Degree,NJ,41-50,0,"White College Degree $85,000 to $89,999",0,1
Female,White,"$15,000 to $19,999",Highschool,NC,71-80,1,"White Highschool $15,000 to $19,999",0,0
Female,White,"$30,000 to $34,999",Associate Degree,IN,51-60,0,"White Associate Degree $30,000 to $34,999",0,1
Male,White,"$50,000 to $54,999",Masters&Doc,FL,61-70,0,"White Masters&Doc $50,000 to $54,999",0,1
Female,Black/African American,"$25,000 to $29,999",Associate Degree,NC,61-70,0,"Black/African American Associate Degree $25,000 to $29,999",0,1
Female,White,"$20,000 to $24,999",College Degree,MO,31-40,1,"White College Degree $20,000 to $24,999",0,1
Female,White,"$30,000 to $34,999",Associate Degree,IN,61-70,1,"White Associate Degree $30,000 to $34,999",0,1
Female,White,"$175,000 to $199,999",Masters&Doc,CA,21-30,1,"White Masters&Doc $175,000 to $199,999",1,1
Female,White,"$95,000 to $99,999",Masters&Doc,NY,31-40,1,"White Masters&Doc $95,000 to $99,999",0,1
Female,White,"$70,000 to $74,999",Highschool,NV,31-40,1,"White Highschool $70,000 to $74,999",0,0
Male,Black/African American,"$100,000 to $124,999",College Degree,GA,51-60,0,"Black/African American College Degree $100,000 to $124,999",0,1
